query,id,rating
"FOSTERS FREEZE 2760 FLETCHER DR, LOS ANGELES, CA 90039, USA",Unknown,Unknown
"GOLD SNACK 2787 E DEL AMO BLVD # F9, COMPTON, CA 90221, USA",Unknown,Unknown
"H & M MISSION HILLS MARKET 15340 CHATSWORTH ST, MISSION HILLS, CA 91345, USA",Unknown,Unknown
"HAPPINESS DONUTS 1514 S VERMONT AVE STE A, LOS ANGELES, CA 90006, USA",Unknown,Unknown
"HU'S RESTAURANT 10450 NATIONAL BLVD, LOS ANGELES, CA 90034, USA",Unknown,Unknown
"HUGO'S TACOS 3300 GLENDALE BLVD, LOS ANGELES, CA 90039, USA",Unknown,Unknown
"HWANG HAE DOE RESTAURANT 429 N WESTERN AVE STE 7, LOS ANGELES, CA 90004, USA",ChIJ1SEb5qS4woARDzq1idxbCcw,4.4
"ICHIBAN 27625 SHANGRI-LA DR, SANTA CLARITA, CA 91351, USA",Unknown,Unknown
"JAMES SERVICE CENTER 3950 W MARTIN LUTHER KING JR BLVD, LOS ANGELES, CA 90008, USA",Unknown,Unknown
"JEFFERSON MARKET 842 E JEFFERSON BLVD, LOS ANGELES, CA 90011, USA",Unknown,Unknown
"KEE WAH BAKERY 729 W GARVEY AVE, MONTEREY PARK, CA 91754, USA",Unknown,Unknown
"KELSO RANCH MARKET 601 W KELSO ST, INGLEWOOD, CA 90301, USA",Unknown,Unknown
"KING'S DONUTS DELI 2140 S FREMONT AVE, ALHAMBRA, CA 91803, USA",Unknown,Unknown
"KOTOYA 10422 NATIONAL BLVD, LOS ANGELES, CA 90034, USA",Unknown,Unknown
"LA MICHOACANA NATURAL FRUIT III 17928 S AVALON BLVD, CARSON, CA 90746, USA",Unknown,Unknown
"LA MICHOACANA SURPREME 5714 WHITTIER BLVD, COMMERCE, CA 90022, USA",Unknown,Unknown
"LADY M CONFECTIONS 8718 W 3RD ST, LOS ANGELES, CA 90048, USA",Unknown,Unknown
"LBK PIZZA 4359 1/2 TUJUNGA AVE, STUDIO CITY, CA 91604, USA",Unknown,Unknown
"LE FRENCH ROOSTER 2221 W OLIVE AVE, BURBANK, CA 91506, USA",Unknown,Unknown
"LIVINGSTON MARKET 9720 S VERMONT AVE, LOS ANGELES, CA 90047, USA",Unknown,Unknown
"LUCKY BAMBOO KITCHEN 14323 HAWTHORNE BLVD, LAWNDALE, CA 90260, USA",Unknown,Unknown
"M JUICY BURGER 9200 S HOOVER ST, LOS ANGELES, CA 90044, USA",Unknown,Unknown
"MCDONALD'S 3750 SIERRA HWY, ACTON, CA 93510, USA",Unknown,Unknown
"MCDONALD'S 1160 E ROSECRANS AVE, LOS ANGELES, CA 90059, USA",Unknown,Unknown
"MEE & GREET 3500 OVERLAND AVE # 150, LOS ANGELES, CA 90034, USA",Unknown,Unknown
"MR CHOW LOS ANGELES 344 N CAMDEN DR, BEVERLY HILLS, CA 90210, USA",Unknown,Unknown
"NORTHGATE MARKET 9101 E TELEGRAPH RD, PICO RIVERA, CA 90660, USA",Unknown,Unknown
"OLD TIME BURGERS 8742 GLENOAKS BLVD, SUN VALLEY, CA 91352, USA",Unknown,Unknown
"ONO HAWAIIAN BBQ 10814 JEFFERSON BLVD M, CULVER CITY, CA 90230, USA",Unknown,Unknown
"OX BONE RAMEN 30869 E THOUSAND OAKS BLVD, WESTLAKE VILLAGE, CA 91362, USA",Unknown,Unknown
"PEKING CHINA RESTURANT 19240 COLIMA RD, ROWLAND HEIGHTS, CA 91748, USA",Unknown,Unknown
"PERCOLATE 11870 SANTA MONICA BLVD STE 111, LOS ANGELES, CA 90025, USA",Unknown,Unknown
"POPEYES LOUISIANA KITCHEN 14312 S PRAIRIE AVE, HAWTHORNE, CA 90250, USA",Unknown,Unknown
"PORTO'S BAKERY NORTHRIDGE 19467 NORDHOFF ST, NORTHRIDGE, CA 91324, USA",Unknown,Unknown
"QWENCH JUICE BAR 19515 NORDHOFF ST # 15, NORTHRIDGE, CA 91324, USA",Unknown,Unknown
"RALPHS MARKET 5951 E DEL AMO BLVD, LAKEWOOD, CA 90713, USA",Unknown,Unknown
"RAYMONDS LIQUOR MARKET 501 S DEL MAR AVE, SAN GABRIEL, CA 91776, USA",Unknown,Unknown
"REI 18605 DEVONSHIRE ST, NORTHRIDGE, CA 91324, USA",Unknown,Unknown
"RITE AID 4633 SANTA MONICA BLVD, LOS ANGELES, CA 90029, USA",Unknown,Unknown
"SALAZAR'S MARKET 9202 S VERMONT AVE, LOS ANGELES, CA 90044, USA",Unknown,Unknown
"SAMHAM ASSOCIATES 5200 E OLYMPIC BLVD, LOS ANGELES, CA 90022, USA",Unknown,Unknown
"SESAME MEDITERRANEAN - SOOMSOOM 8744 W 3RD ST, LOS ANGELES, CA 90048, USA",Unknown,Unknown
"SHELLBACK TAVERN 116 MANHATTAN BEACH BLVD, MANHATTAN BEACH, CA 90266, USA",Unknown,Unknown
"SHENOUDA JR LIQUOR & MART INC 13418 IMPERIAL HWY, SANTA FE SPRINGS, CA 90670, USA",Unknown,Unknown
"SOUNDCHECK, LLC 4330 SUNSET BLVD, LOS ANGELES, CA 90029, USA",Unknown,Unknown
"STARBUCKS COFFEE 9301 TAMPA AVE UNIT 58, NORTHRIDGE, CA 91324, USA",Unknown,Unknown
"STARBUCKS COFFEE 5030 W ROSECRANS AVE, HAWTHORNE, CA 90250, USA",Unknown,Unknown
"STONE BAKERY/MARKET 6700 S CRENSHAW BLVD, LOS ANGELES, CA 90043, USA",Unknown,Unknown
"SUBWAY 6412 DEL AMO BLVD, LAKEWOOD, CA 90713, USA",Unknown,Unknown
"SUBWAY 16289 S PARAMOUNT BLVD, PARAMOUNT, CA 90723, USA",Unknown,Unknown
"SWEET CHEEKS PASTRIES 14139 HAWTHORNE BLVD, HAWTHORNE, CA 90250, USA",Unknown,Unknown
"TATSU SUSHI JAPANESE CUISINE 4408 W MAGNOLIA BLVD, BURBANK, CA 91505, USA",Unknown,Unknown
"TEJUINOS RIVERA I 3425 E 1ST ST STE 3429, LOS ANGELES, CA 90063, USA",Unknown,Unknown
"TJ MAXX 30805 E THOUSAND OAKS BLVD, WESTLAKE VILLAGE, CA 91362, USA",Unknown,Unknown
"TJ MAXX 3650 W MARTIN LUTHER KING JR BLVD, LOS ANGELES, CA 90008, USA",Unknown,Unknown
"TOKYO CENTRAL 12121 W PICO BLVD STE 1, LOS ANGELES, CA 90064, USA",Unknown,Unknown
"TRADER JOE'S 1821 MANHATTAN BEACH BLVD, MANHATTAN BEACH, CA 90266, USA",Unknown,Unknown
"VIA VERDE COUNTRY CLUB 1400 AVENIDA ENTRADA, SAN DIMAS, CA 91773, USA",Unknown,Unknown
"VILLA MARKET 4900 S VERMONT AVE, LOS ANGELES, CA 90037, USA",Unknown,Unknown
"WENDY'S 17420 S WESTERN AVE, GARDENA, CA 90248, USA",Unknown,Unknown
"WESTERN IMPERIAL BEER COMPANY 800 N ALAMEDA ST # 101, LOS ANGELES, CA 90012, USA",ChIJUbZlqV7GwoARc-L8UNTN05o,4.6
"WOK CHINESE RESTAURANT 1247 S DIAMOND BAR BLVD, DIAMOND BAR, CA 91765, USA",Unknown,Unknown
"YUNOMI HANDROLL 806 E 3RD ST UNIT 100, LOS ANGELES, CA 90013, USA",Unknown,Unknown
"ZARAGOZA'S MINI MARKET 8103 ALIX AVE, LOS ANGELES, CA 90001, USA",Unknown,Unknown
"7-ELEVEN 22821 SATICOY ST, CANOGA PARK, CA 91304, USA",Unknown,Unknown
"7-ELEVEN 861 W ROUTE 66, GLENDORA, CA 91740, USA",Unknown,Unknown
"BAGELRY AND BREW 2095 FOOTHILL BLVD, LA VERNE, CA 91750, USA",Unknown,Unknown
"BIONICOS DAISY'S 2010 W PICO BLVD UNIT 5, LOS ANGELES, CA 90006, USA",Unknown,Unknown
"CILANTRO LIME 934 S LOS ANGELES ST #2, LOS ANGELES, CA 90015, USA",Unknown,Unknown
"DANDANA CAFE & BANQUET 765 W ROUTE 66, GLENDORA, CA 91740, USA",Unknown,Unknown
"DENNY'S 546 W BASELINE RD, GLENDORA, CA 91740, USA",Unknown,Unknown
"DOWNTOWN KABOB 934 S LOS ANGELES ST STE #6, LOS ANGELES, CA 90015, USA",Unknown,Unknown
"EL AZTECA MARKET 4031 S MAIN ST, LOS ANGELES, CA 90037, USA",Unknown,Unknown
"JO'S LIQUOR 333 W PICO BLVD, LOS ANGELES, CA 90015, USA",Unknown,Unknown
"KFC K312004 723 W ARROW HWY, SAN DIMAS, CA 90025, USA",Unknown,Unknown
"LITTLE DAMAGE 700 S SPRING ST, LOS ANGELES, CA 90014, USA",Unknown,Unknown
"LITTLE DRAGON TAKE OUT 20056 ARROW HWY, COVINA, CA 91724, USA",Unknown,Unknown
"LITTLE SIAM RESTAURANT 22811 SATICOY ST, CANOGA PARK, CA 91304, USA",Unknown,Unknown
"LOS PATITOS 2010 W PICO BLVD # 1, LOS ANGELES, CA 90006, USA",Unknown,Unknown
"MEZCALERO 510 S BROADWAY AVE, LOS ANGELES, CA 90013, USA",Unknown,Unknown
"PEACOCK THEATER 777 W CHICK HEARN CT, LOS ANGELES, CA 90015, USA",Unknown,Unknown
"PRESSED JUICERY 860 S LOS ANGELES ST, LOS ANGELES, CA 90014, USA",Unknown,Unknown
"REEZ COFFEE LLC 16935 VANOWEN ST, LAKE BALBOA, CA 91406, USA",Unknown,Unknown
"RITE AID 10120 MASON AVE, CHATSWORTH, CA 91311, USA",Unknown,Unknown
"SANTA ANITA PARK 285 W HUNTINGTON DR, ARCADIA, CA 91007, USA",Unknown,Unknown
"SHANDIZ VANAK 109 E 9TH ST, LOS ANGELES, CA 90015, USA",Unknown,Unknown
"TEA MARU 724 S SPRING ST # 107, LOS ANGELES, CA 90014, USA",Unknown,Unknown
"URANUS 27 1799 E ROUTE 66, GLENDORA, CA 91740, USA",Unknown,Unknown
"7-ELEVEN 11656 WILSHIRE BLVD, LOS ANGELES, CA 90025, USA",Unknown,Unknown
"7-ELEVEN 1400 WESTWOOD BLVD, LOS ANGELES, CA 90024, USA",Unknown,Unknown
"7-ELEVEN 14835 PIONEER BLVD, NORWALK, CA 90650, USA",Unknown,Unknown
"7-ELEVEN 4680 E OLYMPIC BLVD, LOS ANGELES, CA 90022, USA",Unknown,Unknown
"7-ELEVEN 12225 SANTA MONICA BLVD, SANTA MONICA, CA 90025, USA",Unknown,Unknown
"A & P DONUTS 1307 E HUNTINGTON DR, DUARTE, CA 91010, USA",Unknown,Unknown
"AAA JUICE BAR 1820 N LONG BEACH BLVD STE F, COMPTON, CA 90221, USA",Unknown,Unknown
"ALBERTSONS 1735 ARTESIA BLVD, GARDENA, CA 90247, USA",Unknown,Unknown
"ANTOJITOS MARTIN 310 E FLORENCE AVE, INGLEWOOD, CA 90301, USA",Unknown,Unknown
"AVALON LIQOUR 5111 AVALON BLVD, LOS ANGELES, CA 90011, USA",Unknown,Unknown
"BARBECUES GALORE 11021 W PICO BLVD, LOS ANGELES, CA 90064, USA",Unknown,Unknown
"BASKIN ROBBINS 1231 HUNTINGTON DR, DUARTE, CA 91010, USA",Unknown,Unknown
"BELLA ZONE 6022 PACIFIC BLVD, HUNTINGTON PARK, CA 90255, USA",Unknown,Unknown
"BEST OF EUROPE DELICATESSEN, INC 41971 W 50TH ST, QUARTZ HILL, CA 93536, USA",Unknown,Unknown
"BISHON 3660 WILSHIRE BLVD STE 117, LOS ANGELES, CA 90010, USA",Unknown,Unknown
"BOBA AVE 8090 425 W VALLEY BLVD # 101, SAN GABRIEL, CA 91776, USA",Unknown,Unknown
"BOBA FIEND TEA HOUSE 1127 E ALOSTA AVE, AZUSA, CA 91702, USA",Unknown,Unknown
"BOMBAY CURRY & PIZZERIA 14617 S CRENSHAW BLVD, GARDENA, CA 90249, USA",Unknown,Unknown
"BOSTON SCIENTIFIC 25155 RYE CANYON LOOP, SANTA CLARITA, CA 91355, USA",Unknown,Unknown
"BOTANICA LUZ 4433 S ALAMEDA ST # C-19, LOS ANGELES, CA 90058, USA",Unknown,Unknown
"BOTANICA MEXICO 4501 S ALAMEDA ST # #12B, LOS ANGELES, CA 90058, USA",Unknown,Unknown
"BOTANICA SALVADOR 4501 S ALAMEDA ST # #72, LOS ANGELES, CA 90058, USA",Unknown,Unknown
"BOTANICA VIDA NATURAL 4501 S ALAMEDA ST #E 19-20, VERNON, CA 90058, USA",Unknown,Unknown
"BUDA BOBA 21032 DEVONSHIRE ST STE 103, CHATSWORTH, CA 91311, USA",Unknown,Unknown
"BURGER LOUNGE 13455 MAXELLA AVE # 111, MARINA DEL REY, CA 90292, USA",Unknown,Unknown
"CAFE & GRILLS 13702 VENTURA BLVD, SHERMAN OAKS, CA 91423, USA",Unknown,Unknown
"CARNICERIA MONARCA 1200 S GREENWOOD AVE, MONTEBELLO, CA 90640, USA",Unknown,Unknown
"CARNICERIA MONARCA 1111 E WASHINGTON BLVD STE #J, MONTEBELLO, CA 90640, USA",Unknown,Unknown
"CASA JIMENEZ RESTAURANT 11250 WHITTIER BLVD, WHITTIER, CA 90606, USA",Unknown,Unknown
"CAT CAFE LOUNGE 1736 S SEPULVEDA BLVD, LOS ANGELES, CA 90025, USA",Unknown,Unknown
"CENTRO NATURISTA EL SENOR DE LOS MILAGROS INC 4501 S ALAMEDA ST # 2, VERNON, CA 90058, USA",Unknown,Unknown
"CHAMPS SPORTS PUB 4103 W BURBANK BLVD, BURBANK, CA 91505, USA",Unknown,Unknown
"CHEVRON 10916 E ROSECRANS AVE, NORWALK, CA 90650, USA",Unknown,Unknown
"CHINA BEAUTY 5465 N FIGUEROA ST, LOS ANGELES, CA 90042, USA",Unknown,Unknown
"CHINA GATE RESTAURANT 4000 LA RICA BLVD # C, BALDWIN PARK, CA 91706, USA",Unknown,Unknown
"CHURRO HUB CAFE 9007 WOODMAN AVE, ARLETA, CA 91331, USA",Unknown,Unknown
"CIMARRON MARKET 2679 CIMARRON ST, LOS ANGELES, CA 90018, USA",Unknown,Unknown
"CLASS ONE DONUT CAFE 1804 E ROUTE 66, GLENDORA, CA 91740, USA",Unknown,Unknown
"COURTYARD & TOWNPLACE SUITES LOS ANGELES-HAWTHORNE 4427 W EL SEGUNDO BLVD, HAWTHORNE, CA 90250, USA",Unknown,Unknown
"CVS/PHARMACY 5176 WHITTIER BLVD, LOS ANGELES, CA 90022, USA",Unknown,Unknown
"CVS/PHARMACY 10889 WELLWORTH AVE, LOS ANGELES, CA 90024, USA",Unknown,Unknown
"D'VILLE'S GRILLE 14800 PACIFIC COAST HWY, PACIFIC PALISADES, CA 90272, USA",Unknown,Unknown
"DALE'S JR 8105 W MANCHESTER AVE, PLAYA DEL REY, CA 90293, USA",Unknown,Unknown
"DAN'S KITCHEN 15333 SHERMAN WAY I & J, VAN NUYS, CA 91406, USA",Unknown,Unknown
"DAPHNE'S 2700 MARINE AVE STE 109, REDONDO BEACH, CA 90278, USA",Unknown,Unknown
"DEEP SEA THE ORIGINAL POKE 5022 W AVE N # 126, PALMDALE, CA 93551, USA",Unknown,Unknown
"DEL TACO 8650 E WASHINGTON BLVD, PICO RIVERA, CA 90660, USA",Unknown,Unknown
"DNA LIQUOR 300 W VICTORIA ST, GARDENA, CA 90248, USA",Unknown,Unknown
"DOLLAR TREE 5057 W WASHINGTON BLVD, LOS ANGELES, CA 90016, USA",Unknown,Unknown
"DOMINO'S PIZZA 366 E FOOTHILL BLVD, CLAREMONT, CA 91711, USA",Unknown,Unknown
"DOMINO'S PIZZA 734 N AZUSA AVE, AZUSA, CA 91702, USA",Unknown,Unknown
"DONUT TIME CAFE 18455 ROSCOE BLVD, NORTHRIDGE, CA 91325, USA",Unknown,Unknown
"DOT & DOUGH 141 N ATLANTIC BLVD STE 102, MONTEREY PARK, CA 91754, USA",Unknown,Unknown
"DOWNTOWN SALAD PLACE 117 W 9TH ST, LOS ANGELES, CA 90015, USA",Unknown,Unknown
"DUFFL 1071 GAYLEY AVE, LOS ANGELES, CA 90024, USA",Unknown,Unknown
"EDWARDS MOVIE THEATERS 1950 E FOOTHILL BLVD, LA VERNE, CA 91750, USA",Unknown,Unknown
"EL RECREO 2501 W TEMPLE ST, LOS ANGELES, CA 90026, USA",Unknown,Unknown
"EL REY BAKERY 8934 E BEVERLY BLVD, PICO RIVERA, CA 90660, USA",Unknown,Unknown
"ELOTES PERRONES 3100 E IMPERIAL HWY UNIT 1000, LYNWOOD, CA 90262, USA",Unknown,Unknown
"EMMANUEL MINI MARKET 4433 S ALAMEDA ST # B-14, LOS ANGELES, CA 90058, USA",Unknown,Unknown
"FAMILY STYLE, INC 444 1/2 N LA CIENEGA BLVD, WEST HOLLYWOOD, CA 90048, USA",Unknown,Unknown
"FIRESTONE SHELL 1454 E FIRESTONE BLVD, LOS ANGELES, CA 90001, USA",Unknown,Unknown
"FIRST LUTHERAN CHURCH 18355 ROSCOE BLVD, NORTHRIDGE, CA 91325, USA",Unknown,Unknown
"FLAVOR OF INDIA 12321 VENTURA BLVD, STUDIO CITY, CA 91604, USA",Unknown,Unknown
"FOREVER HEALTHY 10158 MASON AVE, CHATSWORTH, CA 91311, USA",Unknown,Unknown
"GARDENIA MARKET & DELI 4121 PENNSYLVANIA AVE ABC, LA CRESCENTA, CA 91214, USA",Unknown,Unknown
"GARU'S LIQUOR MARKET 4879 W WASHINGTON BLVD, LOS ANGELES, CA 90016, USA",Unknown,Unknown
"GDM STORE 224 N MARKET ST, INGLEWOOD, CA 90301, USA",Unknown,Unknown
"GRAND DONUTS 13560 SAN ANTONIO DR STE A, NORWALK, CA 90650, USA",Unknown,Unknown
"GREEN GARDEN 10201 RESEDA BLVD UNIT #103, NORTHRIDGE, CA 91324, USA",ChIJj7UXiB6bwoARVs0e4iqKRbM,4.4
"HACIENDA PLAYA 8415 PERSHING DR, PLAYA DEL REY, CA 90293, USA",Unknown,Unknown
"HAN KOREAN BBQ 201 E MAGNOLIA BLVD STE 281, BURBANK, CA 91502, USA",Unknown,Unknown
"HAPPY TIME BURGER 10816 S VERMONT AVE, LOS ANGELES, CA 90044, USA",Unknown,Unknown
"HILTON GARDEN INN 4200 ADMIRALTY WAY, MARINA DEL REY, CA 90292, USA",Unknown,Unknown
"HONG KONG BANJUM 0410 28124 NEWHALL RANCH RD, SANTA CLARITA, CA 91355, USA",Unknown,Unknown
"HONG KONG BBQ RESTAURANT 803 N BROADWAY, LOS ANGELES, CA 90012, USA",Unknown,Unknown
"HOWE MART GROCERY 8501 PERSHING DR, PLAYA DEL REY, CA 90293, USA",Unknown,Unknown
"IN-N-OUT BURGER 761 N 1ST ST, BURBANK, CA 91502, USA",Unknown,Unknown
"J & J DONUTS 42202 50TH ST W # B, QUARTZ HILL, CA 93536, USA",Unknown,Unknown
"JACK IN THE BOX 1000 W ROSECRANS AVE, GARDENA, CA 90247, USA",Unknown,Unknown
"JD BARGAINS 4013 W PICO BLVD, LOS ANGELES, CA 90019, USA",Unknown,Unknown
"JK BEIJING TASTY HOUSE 172 E VALLEY BLVD, SAN GABRIEL, CA 91776, USA",Unknown,Unknown
"JOE'S PIZZA 9527 S SANTA MONICA BLVD, BEVERLY HILLS, CA 90210, USA",Unknown,Unknown
"JOHN O'GROATS 10516 W PICO BLVD, LOS ANGELES, CA 90064, USA",Unknown,Unknown
"JONATHAN BEACH CLUB 850 PALISADES BEACH RD, SANTA MONICA, CA 90403, USA",Unknown,Unknown
"JUICY BOUQUETS AND BIONICOS 607 FRANCISQUITO AVE, WEST COVINA, CA 91790, USA",Unknown,Unknown
"KANG KANG FOOD COURT 27 E VALLEY BLVD, ALHAMBRA, CA 91801, USA",Unknown,Unknown
"KATSU JAPANESE CUTLET 10201 RESEDA BLVD #105, NORTHRIDGE, CA 91324, USA",Unknown,Unknown
"KFC 13106 WHITTIER BLVD, WHITTIER, CA 90602, USA",Unknown,Unknown
"KOI RESTAURANT 730 N LA CIENEGA BLVD, LOS ANGELES, CA 90069, USA",Unknown,Unknown
"KREATION JUICERY 9609 S SANTA MONICA BLVD, BEVERLY HILLS, CA 90210, USA",Unknown,Unknown
"KRISPY CREAM DOUGHNUTS 1024 GLADSTONE ST, SAN DIMAS, CA 91773, USA",Unknown,Unknown
"KRISPY KREME DOUGHNUTS 1199 W ARTESIA BLVD, GARDENA, CA 90248, USA",Unknown,Unknown
"L & S PETROLEUM INC 1403 W ADAMS BLVD, LOS ANGELES, CA 90007, USA",Unknown,Unknown
"L.A. EXPRESS CHINESE FOOD 1662 INDIAN HILL BLVD, POMONA, CA 91767, USA",Unknown,Unknown
"LA CENADURIA 2001 S GAREY AVE # D-4, POMONA, CA 91766, USA",Unknown,Unknown
"LA CHARLA JUICE BAR 1210 N LONG BEACH BLVD # 192, COMPTON, CA 90221, USA",ChIJbYSyb37LwoAR7A9og2NBbf0,4.1
"LA FORTUNA MARKET 9237 E WHITTIER BLVD, PICO RIVERA, CA 90660, USA",Unknown,Unknown
"LA MICOACANA 450 AUTO CENTER DR, CLAREMONT, CA 91711, USA",ChIJA7NtmpUxw4ARvxQYYCGPRJw,5
"LA ONG 9632 S SANTA MONICA BLVD, BEVERLY HILLS, CA 90210, USA",ChIJZ847aUe9woARGP0m7DtKRmI,4.4
"LA SOO WON GALBI 856 S VERMONT AVE STE C, LOS ANGELES, CA 90005, USA",Unknown,Unknown
"LAS BORREGUITAS EXPRESS BAR 987 S GAREY AVE, POMONA, CA 91766, USA",Unknown,Unknown
"LAS VITAMINAS 4501 S ALAMEDA ST 4, LOS ANGELES, CA 90058, USA",Unknown,Unknown
"LE PAIN QUOTIDIEN 13455 MAXELLA AVE # 140, MARINA DEL REY, CA 90292, USA",Unknown,Unknown
"LENZINI'S PIZZA 3500 OVERLAND AVE # 120, LOS ANGELES, CA 90034, USA",Unknown,Unknown
"LEO'S MARKET 11875 S MAIN ST, LOS ANGELES, CA 90061, USA",Unknown,Unknown
"LEYVA'S MINI MARKET 1358 W 54TH ST, LOS ANGELES, CA 90037, USA",Unknown,Unknown
"LICHIS AUTHENTIC MEXICAN GRILL 6231 FOOTHILL BLVD, TUJUNGA, CA 91042, USA",Unknown,Unknown
"LITTLE CAESARS 5022 W AVENUE N # 106, PALMDALE, CA 93551, USA",Unknown,Unknown
"LITTLE CAESARS 2205 W ROSECRANS AVE, GARDENA, CA 90249, USA",Unknown,Unknown
"LSG SKYCHEFS 6901 W IMPERIAL HWY, LOS ANGELES, CA 90045, USA",Unknown,Unknown
"LUCKY MARKET 4635 E OLYMPIC BLVD, LOS ANGELES, CA 90023, USA",Unknown,Unknown
"M GRILL 3832 WILSHIRE BLVD STE 202, LOS ANGELES, CA 90010, USA",ChIJC4u0UoW4woARuxLqDlw5e1o,4.5
"MACONDO KITCHEN 15333 SHERMAN WAY STE W, VAN NUYS, CA 91406, USA",Unknown,Unknown
"MARSHALLS 25630 THE OLD RD, STEVENSON RANCH, CA 91381, USA",Unknown,Unknown
"MARTY'S SANDWICH STAND 10558 W PICO BLVD, LOS ANGELES, CA 90064, USA",Unknown,Unknown
"MCDONALD'S 27776 N MCBEAN PKWY, VALENCIA, CA 91355, USA",Unknown,Unknown
"MCDONALD'S 3124 N SAN FERNANDO RD, LOS ANGELES, CA 90065, USA",Unknown,Unknown
"MCDONALD'S 5725 YORK BLVD, LOS ANGELES, CA 90042, USA",Unknown,Unknown
"MI TIENDITA 10257 ATLANTIC AVE, SOUTH GATE, CA 90280, USA",Unknown,Unknown
"MIKRON LIQUOR 631 SILVER LAKE BLVD, LOS ANGELES, CA 90026, USA",Unknown,Unknown
"MILAGROS MARKET 1216 W 8TH ST, LOS ANGELES, CA 90017, USA",Unknown,Unknown
"MINACO VENTURES AFRICAN FOOD MARKET 8606 1/2 S VERMONT AVE, LOS ANGELES, CA 90044, USA",Unknown,Unknown
"MOBILE OIL 1502 E FIRESTONE BLVD, LOS ANGELES, CA 90001, USA",fail,fail
"MONARCH STORE 8801 S VERMONT AVE, LOS ANGELES, CA 90044, USA",Unknown,Unknown
"MONGBE KHAN 1600 S AZUSA AVE UNIT 169H, INDUSTRY, CA 91748, USA",Unknown,Unknown
"MOTHERS NUTRITIONAL CTR 7026 RUGBY AVE, HUNTINGTON PARK, CA 90255, USA",Unknown,Unknown
"MOTHERS NUTRITIONAL CTR 3665 S CRENSHAW BLVD, LOS ANGELES, CA 90016, USA",Unknown,Unknown
"MR FRIES MAN 14800 S WESTERN AVE # 107-8, GARDENA, CA 90249, USA",Unknown,Unknown
"MUSSE 8456 RESEDA BLVD, NORTHRIDGE, CA 91324, USA",Unknown,Unknown
"NOBU 22706 PACIFIC COAST HWY, MALIBU, CA 90265, USA",Unknown,Unknown
"NOEMI'S MEXICAN RESTAURANT 14350 PIONEER BLVD, NORWALK, CA 90650, USA",Unknown,Unknown
"OLIVE VIEW MEDICAL CENTER 14445 OLIVE VIEW DR, SYLMAR, CA 91342, USA",Unknown,Unknown
"OLYMPIA LIQUOR 2571 W OLYMPIC BLVD, LOS ANGELES, CA 90006, USA",Unknown,Unknown
"OMAHA STEAKS 11021 W PICO BLVD # B, LOS ANGELES, CA 90064, USA",Unknown,Unknown
"OSI FOODMART 601 N VIRGIL AVE, LOS ANGELES, CA 90004, USA",Unknown,Unknown
"OVERLAND CAFE 3601 OVERLAND AVE, LOS ANGELES, CA 90034, USA",ChIJz8qn8zO6woARB-weB1xn3so,4.3
"PACHANGA MEXICAN GRILL 1590 W ROSECRANS AVE STE E, MANHATTAN BEACH, CA 90266, USA",Unknown,Unknown
"PAL'S LIQUOR & WINE SHOP 19344 RINALDI ST, NORTHRIDGE, CA 91326, USA",Unknown,Unknown
"PANDA WOK 8025 WEBB AVE, NORTH HOLLYWOOD, CA 91605, USA",Unknown,Unknown
"PANERA BREAD 8700 WASHINGTON BLVD, PICO RIVERA, CA 90660, USA",Unknown,Unknown
"PAPA JOHNS 4904 6520 CRENSHAW BLVD, LOS ANGELES, CA 90043, USA",Unknown,Unknown
"PARTY CITY 2480 S SEPULVEDA BLVD, LOS ANGELES, CA 90064, USA",Unknown,Unknown
"PARTY CITY 208 TOWNE CENTER DR # 102, COMPTON, CA 90220, USA",Unknown,Unknown
"PAULA'S WATER STORE 1124 E FIRESTONE BLVD, LOS ANGELES, CA 90001, USA",Unknown,Unknown
"PERFECT CHINESE FOOD 1713 E VERNON AVE #, LOS ANGELES, CA 90058, USA",Unknown,Unknown
"PIT BURGERS 16602 S NORMANDIE AVE, GARDENA, CA 90247, USA",Unknown,Unknown
"PIZZA HUT 11115 S CRENSHAW BLVD, INGLEWOOD, CA 90303, USA",Unknown,Unknown
"PRESSED JUICERY 13033 VENTURA BLVD STE #B, STUDIO CITY, CA 91604, USA",Unknown,Unknown
"PRINCE ALBERT LIQUOR & MARKE 1161 E VERNON AVE, LOS ANGELES, CA 90011, USA",Unknown,Unknown
"QARGO CAFFEE 8601 LINCOLN BLVD # 140, LOS ANGELES, CA 90045, USA",Unknown,Unknown
"RAMALA ENTERPRISE 21016 DEVONSHIRE ST, CHATSWORTH, CA 91311, USA",Unknown,Unknown
"RESEDA RANCH SERVICE STATION 8000 RESEDA BLVD, RESEDA, CA 91335, USA",Unknown,Unknown
"RESTAURANTE GALICIA 21527 NORWALK BLVD, HAWAIIAN GARDENS, CA 90716, USA",Unknown,Unknown
"ROSECRANS SPIRIT SHOP 11016 ROSECRANS AVE, NORWALK, CA 90650, USA",Unknown,Unknown
"ROSS DRESS FOR LESS 25610 THE OLD RD, STEVENSON RANCH, CA 91381, USA",Unknown,Unknown
"RUBI'S FROSTY FREEZE 11401 WASHINGTON BLVD, WHITTIER, CA 90606, USA",Unknown,Unknown
"SEOUL TOFU HOUSE 10201 RESEDA BLVD UNIT #104, NORTHRIDGE, CA 91324, USA",Unknown,Unknown
